Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Fiat,Mobi,Mobi 1.0 Like,49990,2021,48691,Manual,Sorocaba,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,78787,Manual,Belo Horizonte,MG
Fiat,Uno,Uno 1.0 Attractive,49990,2021,40982,Manual,Blumenau,SC
Fiat,Mobi,Mobi 1.0 Like,49990,2021,39188,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,49990,2021,43050,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,49990,2021,38585,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,49990,2021,38425,Manual,Blumenau,SC
Fiat,Uno,Uno 1.0 Attractive,49990,2021,40184,Manual,Blumenau,SC
Fiat,Mobi,Mobi 1.0 Like,49990,2021,43221,Manual,Curitiba,PR
Fiat,Uno,Uno 1.0 Attractive,49990,2021,76220,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,49990,2020,73150,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,49990,2020,28578,Manual,Recife,PE
Fiat,Uno,Uno 1.0 Attractive,49990,2020,70162,Manual,Campo Grande,MS
Renault,Kwid,Kwid 1.0 Zen,49990,2020,88767,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Like,49990,2021,42868,Manual,Bauru,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,36905,Manual,Bauru,SP
Fiat,Uno,Uno 1.0 Attractive,49990,2021,45574,Manual,Londrina,PR
Renault,Kwid,Kwid 1.0 Zen,49990,2020,61000,Manual,São João da Boa Vista,SP
Renault,Kwid,Kwid 1.0 Zen,49990,2020,25869,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Like,49990,2021,70639,Manual,Cascavel,PR
Fiat,Uno,Uno 1.0 Attractive,49990,2020,81455,Manual,Mogi das Cruzes,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2020,43797,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2021,46927,Manual,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,49990,2020,78850,Manual,Belo Horizonte,MG
Volkswagen,Gol,Gol 1.0 MPI (Flex),49990,2020,65000,Manual,Campinas,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2020,69420,Manual,Nova Iguaçu,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2021,81664,Manual,Nova Iguaçu,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2021,78410,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,43692,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2020,78905,Manual,Rio das Ostras,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2021,69662,Manual,Rio das Ostras,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2020,72348,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid 1.0 Zen,49990,2020,58599,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,49990,2021,59038,Manual,Araraquara,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,40323,Manual,São Carlos,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,44091,Manual,São Carlos,SP
Renault,Kwid,Kwid 1.0 Zen,49990,2020,77260,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,69543,Manual,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,49990,2021,45191,Manual,Campinas,SP
Fiat,Uno,Uno 1.0 Attractive,49990,2020,85210,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,49990,2020,78905,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,49990,2020,69000,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,49990,2020,32000,Manual,Natal,RN
Fiat,Mobi,Mobi 1.0 Like,49990,2021,41444,Manual,Porto Alegre,RS
Fiat,Mobi,Mobi 1.0 Like,49990,2021,56869,Manual,Porto Alegre,RS
Fiat,Uno,Uno 1.0 Attractive,49990,2021,75181,Manual,Porto Alegre,RS
Fiat,Mobi,Mobi 1.0 Like,49990,2021,41368,Manual,Uberlândia,MG
Fiat,Mobi,Mobi 1.0 Like,49990,2021,44677,Manual,Uberlândia,MG
Fiat,Uno,Uno 1.0 Attractive,49990,2020,45619,Manual,São José,SC
Fiat,Uno,Uno 1.0 Attractive,49990,2020,67699,Manual,Piracicaba,SP
Fiat,Mobi,Mobi 1.0 Like,49990,2021,40248,Manual,Betim,MG
Fiat,Mobi,Mobi 1.0 Like,49990,2021,77800,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,49990,2020,54638,Manual,Duque de Caxias,RJ
Fiat,Uno,Uno 1.0 Attractive,49990,2021,38007,Manual,Joinville,SC
Fiat,Mobi,Mobi 1.0 Like,49990,2021,43253,Manual,Joinville,SC
Ford,Ka,Ka 1.0 SE,49990,2019,51000,Manual,Porto Alegre,RS
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2019,68000,Manual,Mogi Guaçu,SP
Renault,Logan,Logan Expression 1.0 12V SCe (Flex),49990,2019,200,Manual,Duque de Caxias,RJ
Volkswagen,Gol,Gol 1.0 MPI (Flex),49990,2019,200,Manual,Duque de Caxias,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,49400,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,36391,Manual,Rio de Janeiro,RJ
Ford,Ka,Ka 1.0 SE,49990,2020,69406,Manual,Cuiabá,MT
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,4526,Manual,São Luís,MA
Ford,Ka,Ka 1.0 SE,49990,2019,99999,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Intense,49990,2019,51944,Manual,Caruaru,PE
Renault,Kwid,Kwid 1.0 Intense,49990,2019,35000,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.6 MSI (Flex),49990,2019,64493,Manual,Belo Horizonte,MG
Fiat,Uno,Uno Way 1.0 (Flex),49990,2019,90000,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,67258,Manual,Nova Iguaçu,RJ
Fiat,Grand Siena,Grand Siena 1.0 Attractive,49990,2019,60950,Manual,Santo André,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),49990,2019,71334,Manual,Contagem,MG
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),49990,2019,73399,Manual,Campos dos Goytacazes,RJ
Renault,Sandero,Sandero Expression 1.0 12V SCe (Flex),49990,2019,49254,Manual,Campinas,SP
Fiat,Mobi,Mobi 1.0 Evo Way,49990,2019,76576,Manual,Campinas,SP
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,40000,Manual,Peruíbe,SP
Fiat,Uno,Uno Attractive 1.0 (Flex),49990,2020,49346,Manual,Vila Velha,ES
Nissan,Versa,Versa 1.0 Conforto (Flex),49990,2020,83280,Manual,São João de Meriti,RJ
Renault,Sandero,Sandero 1.0 Zen,49990,2019,101185,Manual,São Bernardo do Campo,SP
Fiat,Uno,Uno Attractive 1.0 (Flex),49990,2019,112015,Manual,São Vicente,SP
Fiat,Mobi,Mobi 1.0 Evo Like,49990,2020,44000,Manual,Cotia,SP
Renault,Sandero,Sandero 1.0 Life,49990,2019,89000,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 S,49990,2020,81281,Manual,Fortaleza,CE
Ford,Ka,Ka 1.0 SE,49990,2019,72902,Manual,Salvador,BA
Renault,Kwid,Kwid 1.0 Zen,49990,2019,54582,Manual,Natal,RN
Ford,Ka,Ka 1.0 SE Plus,49990,2019,70127,Manual,São Paulo,SP
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),49990,2018,999,Manual,Taguatinga,DF
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2018,87000,Manual,Belo Horizonte,MG
Volkswagen,Gol,Gol 1.6 MSI (Flex),49990,2018,76000,Manual,Itu,SP
Volkswagen,Gol,Gol 1.6 MSI (Flex),49990,2019,78995,Manual,Itu,SP
Volkswagen,Gol,Gol 1.6 MSI (Flex),49990,2018,69499,Manual,Itu,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2019,69525,Manual,Fortaleza,CE
Ford,Ka,Ka 1.0 SE (Flex),49990,2019,86610,Manual,Rio de Janeiro,RJ
Ford,Ka,Ka 1.0 SE (Flex),49990,2019,47152,Manual,Campo Grande,MS
Ford,Ka,Ka 1.0 SE (Flex),49990,2019,108000,Manual,São Paulo,SP
Nissan,March,March 1.0 SV (Flex),49990,2018,49890,Manual,Londrina,PR
Volkswagen,Gol,Gol 1.0 MPI (Flex),49990,2018,65900,Manual,Brasília,DF
Ford,Ka Sedan,Ka Sedan SE Plus 1.5 (Flex),49990,2018,72000,Manual,São Paulo,SP
Renault,Sandero,Sandero Expression 1.6 16V SCe (Flex),49990,2018,75625,Manual,São Paulo,SP
Nissan,Versa,Versa 1.0 Conforto (Flex),49990,2018,58000,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),49990,2019,53396,Manual,Jundiaí,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),49990,2018,60000,Manual,Goiânia,GO
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2019,75695,Manual,Brasília,DF
Fiat,Grand Siena,Grand Siena Attractive 1.4 Evo (Flex),49990,2019,117333,Manual,Belo Horizonte,MG
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),49990,2019,21800,Manual,Pindamonhangaba,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2019,200,Manual,São João de Meriti,RJ
Chevrolet,Prisma,Prisma 1.0 SPE/4 Eco Joy,49990,2019,69742,Manual,São João de Meriti,RJ
Renault,Kwid,Kwid Zen 1.0 12v SCe (Flex),49990,2018,55271,Manual,São Paulo,SP
Fiat,Argo,Argo 1.0 (Flex),49990,2018,122923,Manual,São Luís de Montes Belos,GO
Ford,Ka,Ka 1.0 SE (Flex),49990,2018,52251,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,49990,2017,73900,Manual,São Paulo,SP
Ford,Ka Sedan,Ka Sedan SE Plus 1.5 16v (Flex),49990,2018,92586,Manual,Sorocaba,SP
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,49990,2018,48159,Manual,São Luís,MA
Ford,Ka,Ka 1.5 SEL (Flex),49990,2017,74000,Manual,Cuiabá,MT
Ford,Ka,Ka 1.0 SE Plus (Flex),49990,2018,56000,Manual,São Paulo,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2017,75000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.6 MSI Trendline (Flex),49990,2017,84000,Manual,Taquara,RS
Chevrolet,Montana,Montana LS 1.4 (Flex),49990,2017,58000,Manual,Cuiabá,MT
Ford,Ka,Ka 1.0 SE (Flex),49990,2017,39985,Manual,Florianópolis,SC
Citroën,Aircross,Aircross 1.6 16V Start (Flex),49990,2017,73211,Manual,Campo Grande,MS
Chevrolet,Prisma,Prisma 1.0 Joy SPE/4,49990,2017,140000,Manual,Campinas,SP
Citroën,C3,C3 Attraction 1.2 12V (Flex),49990,2018,89400,Manual,Campinas,SP
Toyota,Etios Hatch,Etios X 1.3 (Flex),49990,2017,300,Manual,Guará,DF
Hyundai,HB20,HB20 1.0 Comfort,49990,2016,75720,Manual,Olinda,PE
Citroën,C3,C3 Attraction 1.2 12V (Flex),49990,2016,35000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.6 MSI Comfortline (Flex),49990,2017,100000,Manual,Barra Velha,SC
Chevrolet,Onix,Onix 1.0 LT SPE/4,49990,2017,89000,Manual,Piracicaba,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),49990,2016,155000,Manual,Iperó,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2016,120352,Manual,Campinas,SP
Volkswagen,Fox,Fox 1.6 MSI Run (Flex),49990,2017,119996,Manual,São João de Meriti,RJ
Hyundai,HB20,HB20 1.0 Comfort,49990,2016,92603,Manual,Rio Claro,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49990,2016,96000,Manual,Belo Horizonte,MG
Hyundai,HB20,HB20 1.0 Comfort Style,49990,2016,110517,Manual,São Paulo,SP
Toyota,Etios Hatch,Etios X 1.3 (Flex),49990,2016,69029,Manual,Porto Alegre,RS
Chevrolet,Onix,Onix 1.0 LS SPE/4,49990,2015,76000,Manual,Campinas,SP
Volkswagen,Up!,Up! 1.0 12v TSI E-Flex Move Up!,49990,2015,115000,Manual,Vila Velha,ES
Hyundai,HB20,HB20 1.0 Comfort Plus,49990,2016,135400,Manual,Franca,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,49990,2016,110870,Manual,Franca,SP
Toyota,Etios Hatch,Etios X 1.3 (Flex),49990,2015,100867,Manual,Macapá,AP
Hyundai,HB20,HB20 1.0 Comfort Plus,49990,2016,160000,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.0 LS SPE/4,49990,2016,80000,Manual,Campinas,SP
Ford,New Fiesta Hatch,New Fiesta SE 1.5 16V,49990,2015,68107,Manual,Porto Alegre,RS
Hyundai,HB20,HB20 1.0 Comfort,49990,2016,95000,Manual,Mogi das Cruzes,SP
Chevrolet,Montana,Montana LS 1.4 (Flex),49990,2015,121750,Manual,Samambaia,DF
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V PowerShift,49990,2016,90000,Automático,Mococa,SP
Hyundai,HB20,HB20 1.0 Comfort,49990,2016,93360,Manual,Campinas,SP
Lifan,X60,X60 1.8 16V VVT Talent,49990,2015,180000,Manual,Camboriú,SC
Jac,T6,T6 2.0 16V VVT Jet Flex,49990,2015,51000,Manual,São Paulo,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,49990,2015,70000,Manual,Rio das Ostras,RJ
Renault,Duster,Duster 1.6 16V Expression (Flex),49990,2014,84000,Manual,Franca,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex cross up!,49990,2014,71345,Manual,Olinda,PE
Ford,Ka,Ka Hatch SEL 1.5 16v (Flex),49990,2015,43111,Manual,Gravataí,RS
Ford,Ka,Ka Hatch SEL 1.5 16v (Flex),49990,2015,43111,Manual,Porto Alegre,RS
Ford,Ka,Ka Hatch SEL 1.5 16v (Flex),49990,2015,43111,Manual,Viamão,RS
Ford,Ka,Ka Hatch SEL 1.5 16v (Flex),49990,2015,43111,Manual,Porto Alegre,RS
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V,49990,2014,123000,Manual,Rio de Janeiro,RJ
Ford,New Fiesta Hatch,New Fiesta SE 1.6 16V PowerShift,49990,2015,48000,Automático,São Paulo,SP
Chevrolet,Spin,Spin LT 5S 1.8 (Flex),49990,2014,127000,Manual,Caraguatatuba,SP
Volkswagen,Up!,Up! 1.0 12v E-Flex cross up!,49990,2015,86759,Manual,Contagem,MG
Hyundai,HB20,HB20 1.0 Comfort,49990,2014,95263,Manual,Campinas,SP
Hyundai,HB20,HB20 1.6 Comfort Style,49990,2015,68000,Manual,Rio de Janeiro,RJ
Ford,New Fiesta Hatch,New Fiesta Titanium 1.6 16V,49990,2014,123000,Automático,Curitiba,PR
Volkswagen,Saveiro,Saveiro 1.6 Surf CS (Flex),49990,2014,148000,Manual,Mogi das Cruzes,SP
Hyundai,HB20,HB20 1.6 Comfort,49990,2013,99000,Manual,Taubaté,SP
Honda,Fit,Fit CX 1.4 16v (Flex),49990,2014,91466,Automático,Cuiabá,MT
Volkswagen,Saveiro,Saveiro 1.6 (Flex) (cab. estendida),49990,2014,83121,Manual,São João de Meriti,RJ
Fiat,500,500 Cult 1.4 Evo (Flex),49990,2014,83000,Automático,Campinas,SP
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,49990,2013,86800,Manual,Palhoça,SC
Hyundai,HB20,HB20 1.6 Comfort,49990,2014,100000,Manual,Peruíbe,SP
Chevrolet,Prisma,Prisma 1.4 LTZ SPE/4,49990,2014,84000,Manual,Campinas,SP
Hyundai,HB20,HB20 1.6 Comfort,49990,2014,85000,Manual,Jundiaí,SP
Hyundai,HB20X,HB20X Style 1.6,49990,2014,143000,Automático,São Paulo,SP
Chevrolet,Onix,Onix 1.4 LTZ SPE/4,49990,2013,119000,Manual,Presidente Prudente,SP
Ford,EcoSport,Ecosport SE 2.0 16V Powershift (Flex),49990,2014,98000,Automático,São Bernardo do Campo,SP
Hyundai,Tucson,Tucson GLS 2.0 16V (aut),49990,2012,162815,Automático,Brasília,DF
Ford,EcoSport,Ecosport Titanium 1.6 16V (Flex),49990,2013,90000,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.6 Premium,49990,2012,93613,Manual,Colatina,ES
Chevrolet,Cruze,Cruze LT 1.8 16V Ecotec (Flex),49990,2011,138000,Manual,Valinhos,SP
Mitsubishi,Lancer,Lancer 2.0 16V CVT (aut),49990,2011,132000,Automático,Mogi das Cruzes,SP
Kia,Soul,Soul 1.6 16V (aut)U166,49990,2011,161830,Automático,Campinas,SP
Chevrolet,Cruze,Cruze LT 1.8 16V Ecotec (Aut)(Flex),49990,2012,92600,Automático,Pindamonhangaba,SP
Chevrolet,Cruze,Cruze LT 1.8 16V Ecotec (Aut)(Flex),49990,2011,208000,Automático,Campinas,SP
Volkswagen,Saveiro,Saveiro Cross 1.6 (Flex) (cab. estendida),49990,2011,139000,Manual,Campinas,SP
Hyundai,i30,i30 GLS 2.0 16V (aut),49990,2011,111111,Automático,Campinas,SP
SsangYong,Kyron,Kyron Executivo 2.0 GLS,49990,2010,215000,Automático,Brasília,DF
Honda,Civic,New Civic LXL 1.8 16V i-VTEC (Flex),49990,2011,140000,Manual,Curitiba,PR
Volkswagen,Jetta,Jetta 2.5 20V,49990,2011,130123,Automático,Araraquara,SP
Fiat,Strada,Strada Adventure 1.8 8V (Flex) (Cabine Dupla),49990,2010,127000,Manual,Criciúma,SC
Renault,Kwid,Kwid 1.0 Intense,49998,2019,56276,Manual,Mogi das Cruzes,SP
Fiat,Mobi,Mobi 1.0 Like,49999,2021,37000,Manual,Niterói,RJ
Ford,Ka,Ka 1.0 SE Plus,49999,2020,30000,Manual,Rio de Janeiro,RJ
Chevrolet,Joy Plus,Joy Plus 1.0 SPE/4 Eco,49999,2020,45000,Manual,Rio de Janeiro,RJ
Fiat,Argo,Argo Drive 1.0 Firefly (Flex),49999,2018,48662,Manual,Rio de Janeiro,RJ
Fiat,Argo,Argo Drive 1.0 Firefly (Flex),49999,2018,31406,Manual,Rio de Janeiro,RJ
Chevrolet,Onix,Onix 1.0 Joy SPE/4,49999,2018,67319,Manual,Guarulhos,SP
Chevrolet,Onix,Onix 1.0 LT SPE/4,49999,2019,50000,Manual,São João de Meriti,RJ
Fiat,Strada,Strada Hard Working 1.4 (Flex),49999,2018,44700,Manual,Rio de Janeiro,RJ
Volkswagen,Fox,Fox 1.6 MSI Connect (Flex),49999,2017,58097,Manual,São João de Meriti,RJ
Hyundai,HB20,HB20 1.0 Comfort,49999,2016,61580,Manual,Macaé,RJ
Fiat,Punto,Punto Attractive 1.4 (Flex),49999,2016,24000,Manual,Belém,PA
Hyundai,HB20S,HB20S 1.6 Comfort Plus (Aut),49999,2014,58100,Automático,Rio de Janeiro,RJ
Ford,Focus Hatch,Focus Hatch S 1.6 16V TiVCT,49999,2013,140000,Manual,Ribeirão Preto,SP
Ford,EcoSport,Ecosport Titanium 2.0 16V (Flex) (Aut),49999,2013,32735,Automático,Rio de Janeiro,RJ
Toyota,Corolla,Corolla Sedan 1.8 Dual VVT-i GLI (flex),49999,2011,78514,Automático,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50000,2020,57000,Manual,Parnamirim,RN
Volkswagen,Gol,Gol 1.0 MPI (Flex),50000,2019,67500,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50000,2020,70668,Manual,São Carlos,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50000,2018,50000,Manual,Belo Horizonte,MG
Renault,Logan,Logan Expression 1.6 16V SCe (Flex),50000,2018,70000,Manual,Três Pontas,MG
Ford,Ka,Ka 1.0 SE (Flex),50000,2019,64601,Manual,Ipatinga,MG
Ford,Ka,Ka 1.5 SE Plus (Flex),50000,2018,84550,Manual,Santo André,SP
Fiat,Uno,Uno Way 1.3 Firefly (Flex),50000,2018,71472,Manual,Matão,SP
Volkswagen,Voyage,Voyage 1.6 MSI Trendline (Flex),50000,2017,72000,Manual,São João da Boa Vista,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50000,2018,79279,Manual,Mossoró,RN
Ford,Ka,Ka 1.0 SE (Flex),50000,2018,36970,Manual,Contagem,MG
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50000,2016,58946,Manual,Porto Velho,RO
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),50000,2016,171000,Manual,Lins,SP
Hyundai,HB20,HB20 1.0 Comfort Plus,50000,2015,131000,Manual,Bebedouro,SP
Fiat,Strada,Strada Working 1.4 (Flex),50000,2014,137254,Manual,Arapiraca,AL
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),50000,2014,89000,Manual,Primavera do Leste,MT
Volkswagen,Saveiro,Saveiro Trendline 1.6 MSI CS (Flex),50000,2015,100900,Manual,Itápolis,SP
Hyundai,HB20S,HB20S 1.0 Comfort Plus,50000,2015,127000,Manual,Guarapuava,PR
Chevrolet,Onix,Onix 1.0 LT SPE/4,50000,2014,130000,Manual,Salgueiro,PE
Hyundai,HB20,HB20 1.6 Comfort,50000,2013,67000,Manual,Atibaia,SP
Chevrolet,Prisma,Prisma 1.4 LTZ SPE/4 (Aut),50000,2013,116058,Automático,Redenção,PA
Fiat,Strada,Strada Working 1.4 (Flex) (Cabine Dupla),50000,2012,152379,Manual,Ourinhos,SP
Fiat,Strada,Strada Adventure 1.8 8V (Flex) (Cabine Dupla),50000,2010,114000,Manual,Orlândia,SP
Honda,Civic,New Civic LXS 1.8 16V (Aut) (Flex),50000,2009,199000,Automático,Matão,SP
Toyota,Corolla,Corolla Sedan XEi 1.8 16V (flex) (aut),50000,2008,139000,Automático,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50030,2020,49985,Manual,Salvador,BA
Fiat,Mobi,Mobi 1.0 Evo Like,50030,2020,48066,Manual,Recife,PE
Fiat,Uno,Uno 1.0 Attractive,50090,2021,64486,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50090,2021,64433,Manual,Contagem,MG
Fiat,Uno,Uno 1.0 Attractive,50090,2021,41000,Manual,Cabo Frio,RJ
Fiat,Uno,Uno 1.0 Attractive,50090,2021,65375,Manual,Ponta Grossa,PR
Fiat,Uno,Uno Attractive 1.0 (Flex),50090,2019,66012,Manual,Lauro de Freitas,BA
Renault,Kwid,Kwid 1.0 Zen,50100,2021,67000,Manual,Manaus,AM
Renault,Kwid,Kwid 1.0 Zen,50100,2020,66110,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,50110,2021,67199,Manual,Goiânia,GO
Renault,Kwid,Kwid Intense 1.0 12v SCe (Flex),50112,2018,78000,Manual,Manaus,AM
Fiat,Uno,Uno 1.0 Attractive,50120,2020,83625,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,50140,2020,67727,Manual,Vitória da Conquista,BA
Fiat,Mobi,Mobi 1.0 Evo Like,50140,2020,47616,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50140,2020,47908,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Evo Like,50140,2020,47308,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50140,2020,47308,Manual,Uberlândia,MG
Fiat,Mobi,Mobi 1.0 Like,50160,2021,73271,Manual,Itaguaí,RJ
Fiat,Mobi,Mobi 1.0 Like,50160,2021,72876,Manual,Goiânia,GO
Fiat,Mobi,Mobi 1.0 Like,50160,2021,71062,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,50160,2021,73526,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.0 MPI (Flex),50178,2020,70219,Manual,São Bernardo do Campo,SP
Fiat,Uno,Uno Attractive 1.0 (Flex),50190,2020,71240,Manual,Porto Alegre,RS
Fiat,Uno,Uno Attractive 1.0 (Flex),50190,2020,71882,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50200,2021,38483,Manual,Londrina,PR
Fiat,Uno,Uno 1.0 Attractive,50200,2021,39638,Manual,Natal,RN
Fiat,Mobi,Mobi 1.0 Evo Like,50210,2020,66764,Manual,Vitória da Conquista,BA
Fiat,Mobi,Mobi 1.0 Like,50230,2020,87571,Manual,Criciúma,SC
Fiat,Mobi,Mobi 1.0 Like,50240,2020,86626,Manual,Uberlândia,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50250,2020,44045,Manual,Campinas,SP
Chevrolet,Onix,Onix 1.0 Joy SPE/4,50270,2018,65553,Manual,Belo Horizonte,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50280,2020,75878,Manual,Contagem,MG
Fiat,Mobi,Mobi 1.0 Evo Like,50280,2019,60253,Manual,Maceió,AL
Fiat,Mobi,Mobi 1.0 Like,50290,2021,51977,Manual,Rio de Janeiro,RJ
Fiat,Uno,Uno 1.0 Attractive,50300,2020,56000,Manual,Recife,PE
Fiat,Uno,Uno Attractive 1.0 (Flex),50300,2020,45000,Manual,Natal,RN
Ford,Ka Sedan,Ka Sedan SE 1.0 (Flex),50300,2019,200,Manual,Rio de Janeiro,RJ
Fiat,Mobi,Mobi 1.0 Like,50320,2021,71907,Manual,Volta Redonda,RJ
Fiat,Mobi,Mobi 1.0 Like,50320,2021,71748,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50340,2021,80462,Manual,Americana,SP
Fiat,Uno,Uno 1.0 Attractive,50340,2021,80282,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Evo Like,50340,2020,70962,Manual,Rio de Janeiro,RJ
Renault,Kwid,Kwid 1.0 Zen,50350,2020,36283,Manual,Lauro de Freitas,BA
Fiat,Mobi,Mobi 1.0 Like,50355,2020,36129,Manual,Brasília,DF
Fiat,Mobi,Mobi 1.0 Evo Like,50360,2020,43903,Manual,Campinas,SP
Volkswagen,Gol,Gol 1.0 MPI (Flex),50363,2020,75648,Manual,São Bernardo do Campo,SP
Fiat,Uno,Uno 1.0 Attractive,50380,2020,74827,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50380,2020,75255,Manual,Goiânia,GO
Fiat,Uno,Uno 1.0 Attractive,50380,2020,75285,Manual,Balneário Camboriú,SC
Volkswagen,Gol,Gol 1.0 MPI (Flex),50380,2019,90112,Manual,São Paulo,SP
Renault,Kwid,Kwid 1.0 Zen,50400,2020,20257,Manual,São Paulo,SP
Fiat,Mobi,Mobi 1.0 Like,50420,2021,62442,Manual,Presidente Prudente,SP
Fiat,Mobi,Mobi 1.0 Like,50420,2021,62327,Manual,São Paulo,SP
Fiat,Uno,Uno 1.0 Attractive,50420,2020,52762,Manual,Piracicaba,SP
Renault,Duster,Duster 1.6 16V Expression (Flex),50427,2014,91285,Manual,Rio das Ostras,RJ
Fiat,Mobi,Mobi 1.0 Like,50460,2020,62892,Manual,Rio de Janeiro,RJ
Hyundai,HB20,HB20 1.0 Comfort,50460,2016,101000,Manual,Bauru,SP
