Marca,Carro,Descrição,Preço,Ano,KM Rodado,Transmissão,Cidade,Estado
Volkswagen,Gol,Gol 1.0 TEC City (Flex) 2p,26899,2013,79836,Manual,Rio de Janeiro,RJ
Peugeot,207,207 Hatch XR 1.4 8V (flex) 4p,26899,2013,92964,Manual,São Paulo,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 2p,26900,2015,101000,Manual,Sorocaba,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 2p,26900,2015,78398,Manual,Quirinópolis,GO
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)2p,26900,2013,165000,Manual,Curitiba,PR
Volkswagen,Gol,Gol 1.0 TEC (Flex) 2p,26900,2014,110000,Manual,Sorocaba,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2012,212000,Manual,Sorocaba,SP
Ford,Ka,Ka 1.0 (Flex),26900,2013,126000,Manual,Santarém,PA
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)4p,26900,2012,76540,Manual,Rio de Janeiro,RJ
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)4p,26900,2012,123000,Manual,Barra Mansa,RJ
Ford,Ka,Ka 1.0 (Flex),26900,2013,80000,Manual,Cascavel,PR
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2012,188629,Manual,Manaus,AM
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),26900,2012,112000,Manual,Curitiba,PR
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)2p,26900,2012,148000,Manual,Manaus,AM
Renault,Logan,Logan Expression 1.0 16V (flex),26900,2012,167000,Manual,Sorocaba,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2011,159756,Manual,Curitiba,PR
Chevrolet,Prisma,Prisma 1.4 8V LT (Flex),26900,2011,179000,Manual,São José dos Campos,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26900,2012,139000,Manual,Curitiba,PR
Renault,Logan,Logan Expression 1.6 8V Hi-Torque (flex),26900,2011,150000,Manual,Jaraguá do Sul,SC
Citroën,C3,C3 GLX 1.4 8V (flex),26900,2012,134000,Manual,São Paulo,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.0 (Flex),26900,2011,114745,Manual,Ituiutaba,MG
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2011,106380,Manual,Rio do Sul,SC
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2011,151000,Manual,Contagem,MG
Ford,Fiesta Hatch,Fiesta Hatch 1.0 (Flex),26900,2011,65000,Manual,São José do Rio Preto,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),26900,2012,188890,Manual,São Paulo,SP
Chevrolet,Celta,Celta LS 1.0 (Flex) 4p,26900,2011,90000,Manual,Rio de Janeiro,RJ
Renault,Symbol,Symbol 1.6 16V Privilège (flex),26900,2010,135000,Manual,Guarulhos,SP
Renault,Logan,Logan Expression 1.6 8V Hi-Torque (flex),26900,2011,130000,Manual,Bauru,SP
Peugeot,207,207 Hatch XS 1.6 16V (flex) (aut),26900,2011,79865,Automático,Macaé,RJ
Chevrolet,Celta,Celta Spirit 1.0 VHCE (Flex) 4p,26900,2010,118000,Manual,São Paulo,SP
Citroën,C3,C3 Plus 1.4 8V (flex),26900,2010,145000,Manual,São José,SC
Renault,Logan,Logan Expression 1.6 8V Hi-Torque (flex),26900,2011,0,Manual,Ponta Grossa,PR
Citroën,C3,C3 Exclusive 1.4 8V (flex),26900,2010,120000,Manual,Carapicuíba,SP
Citroën,Xsara Picasso,Xsara Picasso GLX 1.6 16V (flex),26900,2010,169915,Manual,São José do Rio Preto,SP
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),26900,2010,140361,Manual,São Paulo,SP
Volkswagen,Voyage,Voyage 1.0 Total Flex,26900,2010,158000,Manual,Osasco,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26900,2010,124000,Manual,Curitiba,PR
Chevrolet,Celta,Celta Spirit 1.0 VHCE (Flex) 4p,26900,2010,135000,Manual,Volta Redonda,RJ
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),26900,2010,140000,Manual,Araranguá,SC
Citroën,C4,C4 GLX 2.0 (aut) (flex),26900,2011,103625,Automático,Curitiba,PR
Citroën,C3,C3 GLX 1.4 8V (flex),26900,2011,90000,Manual,Osasco,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),26900,2011,165015,Manual,Mogi das Cruzes,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),26900,2009,106000,Manual,Jacareí,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),26900,2010,118010,Manual,Diadema,SP
Renault,Sandero,Sandero Expression 1.0 16V (flex),26900,2010,89000,Manual,São Paulo,SP
Fiat,Palio,Palio ELX 1.0 (Flex) 4p,26900,2009,124360,Manual,São Paulo,SP
Chevrolet,Meriva,Meriva Joy 1.4 (Flex),26900,2010,172900,Manual,Palhoça,SC
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26900,2009,174000,Manual,São José dos Pinhais,PR
Chevrolet,Meriva,Meriva Joy 1.4 (Flex),26900,2010,224997,Manual,Mogi das Cruzes,SP
Citroën,C3,C3 Exclusive 1.4 8V (flex),26900,2009,156255,Manual,Mogi das Cruzes,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26900,2009,175000,Manual,Campo Grande,MS
Chevrolet,Corsa Hatch,Corsa Hatch Premium 1.4 (Flex),26900,2009,145000,Manual,Parnamirim,RN
Renault,Sandero,Sandero Expression 1.6 8V (flex),26900,2010,104000,Manual,Campinas,SP
Renault,Symbol,Symbol 1.6 16V Privilège (flex),26900,2009,136150,Manual,Canoas,RS
Fiat,Siena,Siena Fire 1.0 8V (Flex),26900,2009,159800,Manual,São Paulo,SP
Fiat,Palio,Palio ELX 1.0 (Flex) 4p,26900,2009,114140,Manual,Belo Horizonte,MG
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,26900,2009,127880,Manual,Mirassol,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26900,2009,168444,Manual,São Paulo,SP
Volkswagen,Voyage,Voyage 1.0 Total Flex,26900,2010,93000,Manual,Rio de Janeiro,RJ
Fiat,Punto,Punto ELX 1.4 (Flex),26900,2009,0,Manual,Barra Mansa,RJ
Volkswagen,Voyage,Voyage 1.0 Total Flex,26900,2009,120585,Manual,Viamão,RS
Ford,Fiesta Hatch,Fiesta Hatch 1.6 (Flex),26900,2009,123747,Manual,Porto Alegre,RS
Volkswagen,Gol,Gol 1.0 (G5) (Flex),26900,2008,202000,Manual,Curitiba,PR
Chevrolet,Prisma,Prisma Joy 1.0 (Flex),26900,2009,0,Manual,Botucatu,SP
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),26900,2008,0,Automático,Caxias do Sul,RS
Volkswagen,Fox,Fox City 1.0 8V (Flex),26900,2008,163000,Manual,Franca,SP
Ford,Focus Hatch,Focus Hatch GL 1.6 8V (Flex),26900,2009,149000,Manual,Vinhedo,SP
Renault,Sandero,Sandero Expression 1.0 16V (flex),26900,2009,155000,Manual,São Paulo,SP
Fiat,Palio,Palio ELX 1.0 (Flex) 4p,26900,2007,158000,Manual,Contagem,MG
Chevrolet,Meriva,Meriva Premium 1.8 (Flex) (easytronic),26900,2008,140000,Automático,Belo Horizonte,MG
Fiat,Punto,Punto ELX 1.4 (Flex),26900,2008,192000,Manual,Cataguases,MG
Fiat,Punto,Punto ELX 1.4 (Flex),26900,2007,97759,Manual,Vilhena,RO
Volkswagen,Gol,Gol Power 1.6 (G4) (Flex),26900,2006,165100,Manual,Belo Horizonte,MG
Fiat,Idea,Idea Adventure 1.8 (Flex),26900,2006,148000,Manual,São Paulo,SP
Volkswagen,SpaceFox,SpaceFox Comfortline 1.6 8V (Flex),26900,2007,141000,Manual,Osasco,SP
Chevrolet,Vectra,Vectra Expression 2.0 (Flex),26900,2007,128000,Manual,São José dos Pinhais,PR
Volkswagen,Fox,Fox Plus 1.6 8V (Flex),26900,2006,198000,Manual,Sorocaba,SP
Fiat,Strada,Strada Fire 1.4 (Flex),26900,2005,296233,Manual,São José dos Campos,SP
Fiat,Strada,Strada Fire 1.4 (Flex),26900,2005,245000,Manual,Resende,RJ
Volkswagen,CrossFox,CrossFox 1.6 (Flex),26900,2005,170000,Manual,Volta Redonda,RJ
Chevrolet,Astra Sedan,Astra Sedan Elegance 2.0 (Flex),26900,2004,132000,Manual,São Paulo,SP
Volkswagen,Fox,Fox Plus 1.6 8V (Flex),26900,2004,170000,Manual,Piracicaba,SP
Volkswagen,Polo Sedan,Polo Sedan 1.6 8V,26900,2004,310000,Manual,Blumenau,SC
Honda,Fit,Fit LXL 1.4,26900,2004,136000,Manual,Vila Velha,ES
Toyota,Corolla,Corolla Sedan XEi 1.8 16V (nova série),26900,2002,205000,Manual,Goiânia,GO
Renault,Sandero,Sandero Expression 1.0 16V (flex),26950,2010,159358,Manual,Recife,PE
Fiat,Palio,Palio Fire 1.0 8V (Flex) 2p,26990,2015,115000,Manual,Louveira,SP
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 2p,26990,2014,97000,Manual,Gravataí,RS
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),26990,2012,88377,Manual,Embu das Artes,SP
Fiat,Siena,Siena Fire 1.0 8V (Flex),26990,2012,198149,Manual,Porto Alegre,RS
Fiat,Siena,Siena Fire 1.0 8V (Flex),26990,2012,198149,Manual,Gravataí,RS
Fiat,Siena,Siena Fire 1.0 8V (Flex),26990,2012,198149,Manual,Porto Alegre,RS
Fiat,Siena,Siena Fire 1.0 8V (Flex),26990,2012,198149,Manual,São Leopoldo,RS
Fiat,Siena,Siena Fire 1.0 8V (Flex),26990,2012,198149,Manual,Porto Alegre,RS
Fiat,Uno Mille,Uno Mille Fire Economy 1.0 (Flex) 4p,26990,2013,145000,Manual,Praia Grande,SP
Renault,Logan,Logan Expression 1.0 16V (flex),26990,2011,123700,Manual,Campinas,SP
Citroën,C3,C3 GLX 1.4 8V (flex),26990,2011,147000,Manual,São Caetano do Sul,SP
Chevrolet,Celta,Celta Spirit 1.0 VHCE (Flex) 4p,26990,2010,131000,Manual,São Paulo,SP
Citroën,Xsara Picasso,Xsara Picasso GLX 1.6 16V (flex),26990,2010,140000,Manual,Campinas,SP
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),26990,2010,145000,Manual,São José dos Pinhais,PR
Citroën,C3,C3 Exclusive 1.4 8V (flex),26990,2010,118281,Manual,São Paulo,SP
Citroën,C3,C3 Plus 1.4 8V (flex),26990,2010,122998,Manual,Mogi das Cruzes,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),26990,2009,190000,Manual,Taguatinga,DF
Renault,Symbol,Symbol 1.6 16V Privilège (flex),26990,2009,106000,Manual,São Paulo,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,26990,2009,140719,Manual,Joinville,SC
Volkswagen,Gol,Gol Trend 1.0 (G5) (Flex),26990,2009,168236,Manual,Guará,DF
Peugeot,307,307 Hatch. Presence Pack 1.6 16V (flex),26990,2008,169000,Manual,Campinas,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),26990,2009,153355,Manual,São Paulo,SP
Fiat,Idea,Idea Adventure 1.8 (Flex),26990,2007,163000,Manual,Mogi das Cruzes,SP
Ford,EcoSport,Ecosport XLS 1.6 8V,26990,2005,142000,Manual,São Paulo,SP
Chevrolet,Celta,Celta LS 1.0 (Flex) 4p,26999,2011,114000,Manual,Hortolândia,SP
Renault,Sandero,Sandero Authentique 1.0 16V (flex),27000,2013,95000,Manual,Fortaleza,CE
Ford,Ka,Ka 1.0 (Flex),27000,2013,133000,Manual,Rio Grande,RS
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27000,2012,119343,Manual,Rondonópolis,MT
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27000,2012,110000,Manual,Barra do Garças,MT
Renault,Logan,Logan Expression 1.6 8V Hi-Torque (flex),27000,2010,120000,Manual,Dourados,MS
Fiat,Palio,Palio ELX 1.0 (Flex) 4p,27000,2009,155000,Manual,Rio Branco,AC
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27099,2014,57357,Manual,Rio de Janeiro,RJ
Volkswagen,Voyage,Voyage 1.0 Total Flex,27199,2011,92573,Manual,Rio de Janeiro,RJ
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,27199,2011,90803,Manual,Rio de Janeiro,RJ
Peugeot,207 Sedan,207 Passion XR 1.4 8V (flex),27490,2012,134000,Manual,Campinas,SP
Volkswagen,Voyage,Voyage 1.0 Total Flex,27490,2010,158000,Manual,São Paulo,SP
Volkswagen,Voyage,Voyage 1.0 Total Flex,27490,2010,190622,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),27500,2010,120000,Manual,Ponta Grossa,PR
Citroën,C3,C3 Exclusive 1.4 8V (flex),27500,2010,128000,Manual,Piracicaba,SP
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 2p,27600,2014,89859,Manual,Campinas,SP
Volkswagen,CrossFox,CrossFox 1.6 (Flex),27600,2005,165000,Manual,Itápolis,SP
Ford,Ka,Ka 1.0 Fly (Flex),27690,2012,90225,Manual,Campinas,SP
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,27700,2009,122794,Manual,Caxias do Sul,RS
Fiat,Palio,Palio ELX 1.4 (Flex),27700,2007,148000,Manual,Guarulhos,SP
Chevrolet,Celta,Celta LT 1.0 (Flex),27800,2011,155000,Manual,Votuporanga,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.6 (Flex),27800,2009,104179,Manual,Itatiba,SP
Ford,Ka,Ka 1.0 (Flex),27890,2012,134155,Manual,Itu,SP
Ford,Ka,Ka 1.0 (Flex),27890,2012,134155,Manual,Indaiatuba,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27890,2012,152493,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),27890,2010,155950,Manual,São José,SC
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),27890,2010,130000,Manual,São Paulo,SP
Volkswagen,Fox,Fox City 1.0 8V (Flex),27890,2008,199650,Manual,São Paulo,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),27890,2008,229090,Manual,Diadema,SP
Volkswagen,Fox,Fox Plus 1.0 8V (Flex),27899,2009,108000,Manual,Osasco,SP
Ford,EcoSport,Ecosport XLS 1.6 (Flex),27899,2007,184121,Manual,São Paulo,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 2p,27900,2013,62285,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)4p,27900,2013,155000,Manual,Praia Grande,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27900,2012,159304,Manual,Curitiba,PR
Ford,Ka,Ka 1.0 (Flex),27900,2012,121000,Manual,Anápolis,GO
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)4p,27900,2012,185000,Manual,São José dos Campos,SP
Ford,Ka,Ka 1.0 (Flex),27900,2013,89000,Manual,São Bernardo do Campo,SP
Renault,Logan,Logan Expression 1.0 16V (flex),27900,2012,136000,Manual,Porto Alegre,RS
Ford,Ka,Ka 1.0 (Flex),27900,2012,127000,Manual,Blumenau,SC
Ford,Ka,Ka 1.0 (Flex),27900,2012,86000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 8V (G4)(Flex)4p,27900,2012,120000,Manual,Uberaba,MG
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27900,2013,124122,Manual,Hortolândia,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.0 (Flex),27900,2011,143000,Manual,Mogi Guaçu,SP
Chevrolet,Prisma,Prisma 1.4 8V LT (Flex),27900,2011,160000,Manual,São Paulo,SP
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 4p,27900,2011,0,Manual,São João de Meriti,RJ
Chevrolet,Celta,Celta LT 1.0 (Flex),27900,2011,114000,Manual,Cordeiro,RJ
Citroën,C3,C3 Exclusive 1.4 8V (flex),27900,2011,127130,Manual,Franco da Rocha,SP
Chevrolet,Celta,Celta LT 1.0 (Flex),27900,2011,107775,Manual,Manaus,AM
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2011,179327,Manual,São Paulo,SP
Chevrolet,Celta,Celta LT 1.0 (Flex),27900,2011,166000,Manual,Curitiba,PR
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27900,2011,150000,Manual,São Paulo,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.0 (Flex),27900,2011,167000,Manual,Sumaré,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27900,2011,104600,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2012,190000,Manual,Curitiba,PR
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 4p,27900,2011,51340,Manual,Curitiba,PR
Ford,Fiesta Hatch,Fiesta Hatch 1.0 (Flex),27900,2012,167000,Manual,Uberlândia,MG
Fiat,Siena,Siena Fire 1.0 8V (Flex),27900,2011,87000,Manual,Campinas,SP
Citroën,C3,C3 GLX 1.4 8V (flex),27900,2011,95000,Manual,São Bernardo do Campo,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27900,2011,93250,Manual,Porto Alegre,RS
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2011,188000,Manual,Itapetininga,SP
Citroën,C3,C3 GLX 1.4 8V (flex),27900,2011,141200,Manual,Porto Alegre,RS
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27900,2012,104214,Manual,Goiânia,GO
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2011,120000,Manual,São Paulo,SP
Renault,Sandero,Sandero Expression 1.6 8V (flex),27900,2011,135000,Manual,Rio de Janeiro,RJ
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27900,2012,153600,Manual,Osasco,SP
Citroën,C3,C3 Exclusive 1.4 8V (flex),27900,2011,71450,Manual,Contagem,MG
Citroën,C3,C3 GLX 1.4 8V (flex),27900,2010,126547,Manual,Curitiba,PR
Chevrolet,Celta,Celta Spirit 1.0 VHCE (Flex) 4p,27900,2010,93500,Manual,Jundiaí,SP
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 2p,27900,2010,128000,Manual,São Carlos,SP
Nissan,Livina,Livina S 1.6 16V (flex),27900,2010,190000,Manual,Belo Horizonte,MG
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27900,2010,133000,Manual,Carapicuíba,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.6 (Flex),27900,2010,137000,Manual,São Paulo,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2010,219300,Manual,Sorocaba,SP
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),27900,2010,98000,Manual,Belém,PA
Renault,Sandero,Sandero Expression 1.0 16V (flex),27900,2010,190000,Manual,Bauru,SP
Citroën,C3,C3 GLX 1.4 8V (flex),27900,2010,113100,Manual,Criciúma,SC
Volkswagen,Voyage,Voyage 1.0 Total Flex,27900,2010,109000,Manual,Belo Horizonte,MG
Renault,Sandero,Sandero Expression 1.0 16V (flex),27900,2009,135000,Manual,Sorocaba,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.6 (Flex),27900,2009,127595,Manual,Ribeirão Pires,SP
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),27900,2009,159000,Manual,Sorocaba,SP
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,27900,2010,203000,Manual,São José dos Campos,SP
Volkswagen,Voyage,Voyage 1.0 Total Flex,27900,2009,162000,Manual,São José dos Campos,SP
Renault,Scenic,Scénic Privilège 1.6 16V (flex),27900,2010,78000,Manual,Rio de Janeiro,RJ
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,27900,2009,143139,Manual,Belo Horizonte,MG
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),27900,2010,164900,Manual,Tubarão,SC
Volkswagen,Voyage,Voyage 1.0 Total Flex,27900,2010,198000,Manual,São Paulo,SP
Fiat,Palio,Palio ELX 1.8 (Flex),27900,2009,93000,Manual,Cotia,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2010,100,Manual,Santo André,SP
Volkswagen,Fox,Fox 1.0 8V (Flex) 4p,27900,2009,227170,Manual,Goiânia,GO
Fiat,Idea,Idea ELX 1.4 (Flex),27900,2009,159000,Manual,Vinhedo,SP
Fiat,Siena,Siena EL 1.0 8V (Flex),27900,2009,132000,Manual,Itaboraí,RJ
Fiat,Siena,Siena Fire 1.0 8V (Flex),27900,2010,198000,Manual,Franca,SP
Chevrolet,Corsa Hatch,Corsa Hatch Premium 1.4 (Flex),27900,2009,117000,Manual,Cabo Frio,RJ
Fiat,Idea,Idea ELX 1.4 (Flex),27900,2010,158000,Manual,Itapetininga,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2009,102000,Manual,Presidente Venceslau,SP
Fiat,Siena,Siena Fire 1.0 8V (Flex),27900,2009,180000,Manual,Americana,SP
Fiat,Palio,Palio Fire 1.0 8V (Flex) 4p,27900,2009,140000,Manual,Indaial,SC
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2009,141000,Manual,Belo Horizonte,MG
Renault,Sandero,Sandero Expression 1.0 16V (flex),27900,2008,154325,Manual,Osasco,SP
Chevrolet,Prisma,Prisma Maxx 1.4 (Flex),27900,2009,217900,Manual,Avaré,SP
Fiat,Punto,Punto ELX 1.4 (Flex),27900,2008,105000,Manual,Barra Mansa,RJ
Fiat,Palio,Palio ELX 1.0 (Flex) 4p,27900,2008,180000,Manual,Atibaia,SP
Volkswagen,Gol,Gol 1.0 (G5) (Flex),27900,2008,116100,Manual,Belo Horizonte,MG
Volkswagen,Gol,Gol 1.6 (G5) (Flex),27900,2008,186000,Manual,Colombo,PR
Renault,Sandero,Sandero Expression 1.0 16V (flex),27900,2008,233055,Manual,Maringá,PR
Volkswagen,Voyage,Voyage Trend 1.6 (Flex),27900,2008,212000,Manual,São José dos Pinhais,PR
Chevrolet,Astra Sedan,Astra Sedan Advantage 2.0 (Flex),27900,2007,228558,Manual,Guarulhos,SP
Volkswagen,SpaceFox,SpaceFox Comfortline 1.6 8V (Flex),27900,2007,103000,Manual,Campina Grande,PB
Volkswagen,SpaceFox,SpaceFox Trend 1.6 8V (Flex),27900,2007,144500,Manual,São Gonçalo,RJ
Ford,EcoSport,Ecosport XLS 1.6 (Flex),27900,2006,99000,Manual,Petrópolis,RJ
Volkswagen,Fox,Fox Plus 1.6 8V (Flex) 2p,27900,2006,151340,Manual,Nova Odessa,SP
Volkswagen,Polo Sedan,Polo Sedan 1.6 8V (Flex),27900,2007,200000,Manual,Sorocaba,SP
Chevrolet,Montana,Montana Conquest 1.8 (Flex),27900,2006,78000,Manual,São José do Rio Preto,SP
Chevrolet,Vectra,Vectra Elegance 2.0 (Flex) (Aut),27900,2006,170000,Automático,Belo Horizonte,MG
Volkswagen,CrossFox,CrossFox 1.6 (Flex),27900,2006,270000,Manual,Araranguá,SC
Volkswagen,Fusca,Fusca 1500,27900,1972,64183,Manual,Barueri,SP
Peugeot,207,207 Hatch Active 1.4 (Flex),27980,2013,185199,Manual,São Paulo,SP
Ford,Fiesta Sedan,Fiesta Sedan Class 1.6 (Flex),27980,2009,114889,Manual,São Paulo,SP
Chevrolet,Classic,Classic LS VHC E 1.0 (Flex),27990,2012,148000,Manual,São Paulo,SP
Ford,Ka,Ka 1.0 (Flex),27990,2012,138000,Manual,Avaré,SP
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),27990,2012,157000,Manual,Campinas,SP
Ford,Ka,Ka 1.0 Fly (Flex),27990,2013,128129,Manual,Bragança Paulista,SP
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),27990,2013,180880,Manual,Porto Alegre,RS
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),27990,2013,180880,Manual,Porto Alegre,RS
Nissan,Livina,Livina S 1.6 16V (flex),27990,2011,206874,Manual,Içara,SC
Chevrolet,Prisma,Prisma 1.4 8V LT (Flex),27990,2012,10000,Manual,Rio Claro,SP
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 4p,27990,2010,200000,Manual,Campinas,SP
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2010,103000,Automático,São José dos Campos,SP
Renault,Logan,Logan Expression 1.6 8V Hi-Torque (flex),27990,2011,157002,Manual,Belo Horizonte,MG
Fiat,Uno,Uno Vivace 1.0 8V (Flex) 4p,27990,2010,194367,Manual,Valinhos,SP
Ford,Fiesta Hatch,Fiesta Hatch 1.6 (Flex),27990,2010,83578,Manual,São Paulo,SP
Kia,Picanto,Picanto EX 1.0,27990,2010,142000,Manual,São Paulo,SP
Citroën,C3,C3 GLX 1.4 8V (flex),27990,2011,153706,Manual,Amparo,SP
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2009,190000,Automático,Porto Alegre,RS
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2009,190000,Automático,Gravataí,RS
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2009,190000,Automático,Porto Alegre,RS
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2009,190000,Automático,São Leopoldo,RS
Citroën,C4 Pallas,C4 Pallas GLX 2.0 16V (flex) (aut),27990,2009,190000,Automático,Porto Alegre,RS
Chevrolet,Meriva,Meriva Maxx 1.4 (Flex),27990,2008,154014,Manual,Diadema,SP
Volkswagen,Fox,Fox Black 1.0 8V (Flex) 4p,27990,2009,155000,Manual,Campinas,SP
Chevrolet,Astra Hatch,Astra Hatch Advantage 2.0 (Flex),27990,2007,136000,Manual,São Paulo,SP
Fiat,Punto,Punto ELX 1.4 (Flex),27990,2008,75960,Manual,Cuiabá,MT
Volkswagen,Fox,Fox Plus 1.6 8V (Flex),27990,2006,140000,Manual,Mogi das Cruzes,SP
Volkswagen,CrossFox,CrossFox 1.6 (Flex),27990,2006,111111,Manual,Campinas,SP
Chevrolet,Corsa Hatch,Corsa Hatch Maxx 1.4 (Flex),27999,2012,155000,Manual,Piraquara,PR
Renault,Sandero,Sandero Expression 1.0 16V (flex),27999,2008,163000,Manual,Ribeirão Preto,SP
Volkswagen,Fox,Fox Plus 1.6 8V (Flex),27999,2007,210000,Manual,São Bernardo do Campo,SP
Ford,Fiesta Hatch,Fiesta Hatch Rocam 1.0 (Flex),28000,2012,115000,Manual,Maceió,AL
Volkswagen,Gol,Gol 1.6 (G5) (Flex),28000,2010,111111,Manual,Rio das Ostras,RJ
Renault,Sandero,Sandero Expression 1.6 8V (flex),28000,2008,153238,Manual,Nova Odessa,SP
Fiat,Palio,Palio ELX 1.4 (Flex),28000,2008,93450,Manual,Suzano,SP
Volkswagen,Polo,Polo Hatch. 1.6 8V (Flex),28000,2008,120000,Manual,Itumbiara,GO
Renault,Sandero,Sandero Authentique 1.0 16V (flex),28099,2013,83547,Manual,Rio de Janeiro,RJ
Renault,Sandero,Sandero Authentique 1.0 16V (flex),28099,2014,98789,Manual,Rio de Janeiro,RJ
Fiat,Siena,Siena EL 1.0 8V (Flex),28100,2010,92000,Manual,Rio Branco,AC
